0,아카자와레드,알트아이젠,7141192335,29,80
0,아카자와레드,리빌드 스푸키,7418148162,29,80
0,김태훈,헤비메탈,4505700576,29,80
0,아카자와레드,헤비메탈,8189108975,29,80
0,김태훈,리빌드 스푸키,7318389418,29,80
0,김태훈,알트아이젠,6584452421,29,80
0,다이핀치,리빌드 스푸키,2264546037,29,80
0,된장통폭발,알트아이젠,5189779383,29,80
0,된장통폭발,헤비메탈,9194398783,29,80
0,된장통폭발,리빌드 스푸키,8807307471,29,80
0,리세,알트아이젠,2068352893,29,80
0,리세,헤비메탈,4353930965,29,80
0,리세,랜드 이터,3032092444,29,80
0,미래,알트아이젠,12289329089,29,80
0,괴벨스,리빌드 스푸키,5254153617,29,80
0,미래,리빌드 스푸키,12039119509,29,80
0,테르미엔,헤비메탈,7581314021,29,80
0,테르미엔,랜드 이터,8776106023,29,80
0,야스,헤비메탈,8969068752,29,80
0,야스,리빌드 스푸키,8598406273,29,80
0,URPPSMOL,헤비메탈,4965743437,29,80
0,야스,랜드 이터,10190500336,29,80
0,URPPSMOL,랜드 이터,4824418133,29,80
0,URPPSMOL,리빌드 스푸키,6847673466,29,80
0,지현,헤비메탈,5224691664,29,80
0,지현,두리안,3466485108,29,80
0,지현,랜드 이터,3638932161,29,80
0,이브,알트아이젠,7143664660,29,80
0,이브,랜드 이터,7751353942,29,80
0,이브,두리안,6893911295,29,80
0,NAVIS,두리안,9391428176,29,80
0,NAVIS,알트아이젠,10492656860,29,80
0,미래,랜드 이터,13951611749,29,80
0,NAVIS,랜드 이터,11649690245,29,80
0,미카미카,리빌드 스푸키,6896847601,29,80
0,이별의꽃,알트아이젠,12875506192,29,80
0,미카미카,랜드 이터,8144513089,29,80
0,이별의꽃,두리안,11184601157,29,80
0,태연,랜드 이터,5378276387,29,80
0,태연,리빌드 스푸키,3353311543,29,80
0,태연,두리안,6163425834,29,80
0,크모레,리빌드 스푸키,3087307321,29,80
0,테르미엔,알트아이젠,8349801104,29,80
0,슈엔애호가,랜드 이터,6844711562,29,80
0,슈엔애호가,헤비메탈,7404472878,29,80
0,슈엔애호가,두리안,5233316204,29,80
0,크모레,두리안,5489823283,29,80
0,알로에,리빌드 스푸키,6841691505,29,80
0,REF,랜드 이터,3358349769,29,80
0,알로에,두리안,5746893996,29,80
0,알로에,랜드 이터,6258105002,29,80
0,REF,헤비메탈,3372740905,29,80
